Tid	Nr	Lufttemperatur
2017.04.28.20	865	7.900	
2017.04.28.23	866	7.100	
2017.04.29.02	867	6.100	
2017.04.29.05	868	6.900	
2017.04.29.08	869	9.200	
2017.04.29.11	870	10.100	
2017.04.29.14	871	10.500	
2017.04.29.17	872	9.600	
2017.04.29.20	873	8.000	
2017.04.29.23	874	4.800	
2017.04.30.02	875	2.800	
2017.04.30.05	876	1.500	
2017.04.30.08	877	7.600	
2017.04.30.11	878	9.300	
2017.04.30.14	879	10.400	
2017.04.30.17	880	11.800	
2017.04.30.20	881	9.100	
2017.04.30.23	882	5.600	
2017.05.01.02	883	3.900	
2017.05.01.05	884	2.800	
2017.05.01.08	885	8.700	
2017.05.01.16	886	14.500	
2017.05.01.19	887	14.000	
2017.05.01.22	888	9.500	
2017.05.02.01	889	6.200	
2017.05.02.04	890	4.400	
2017.05.02.07	891	6.000	
2017.05.02.10	892	13.100	
2017.05.02.13	893	14.700	
2017.05.02.16	894	15.300	
2017.05.02.19	895	15.400	
2017.05.02.22	896	10.700	
2017.05.03.01	897	5.700	
2017.05.03.04	898	4.000	
2017.05.03.07	899	5.700	
2017.05.03.10	900	14.000	
2017.05.03.13	901	13.700	
2017.05.03.16	902	15.300	
2017.05.03.19	903	14.000	
2017.05.03.22	904	9.100	
2017.05.04.01	905	5.800	
2017.05.04.04	906	5.100	
2017.05.04.07	907	6.800	
2017.05.04.10	908	13.200	
2017.05.04.13	909	15.500	
2017.05.04.16	910	14.300	
2017.05.04.19	911	15.500	
2017.05.04.22	912	12.300	
2017.05.05.01	913	7.900	
2017.05.05.04	914	4.900	
2017.05.05.07	915	6.100	
2017.05.05.10	916	12.900	
2017.05.05.13	917	14.700	
2017.05.05.16	918	15.500	
2017.05.05.19	919	16.600	
2017.05.05.22	920	13.000	
2017.05.06.01	921	9.000	
2017.05.06.04	922	7.500	
2017.05.06.07	923	8.500	
2017.05.06.10	924	14.700	
2017.05.06.13	925	16.600	
2017.05.06.16	926	17.300	
2017.05.06.19	927	17.000	
2017.05.06.22	928	10.100	
2017.05.07.01	929	7.900	
2017.05.07.04	930	7.500	
2017.05.07.07	931	7.600	
2017.05.07.10	932	10.100	
2017.05.07.13	933	17.900	
2017.05.07.16	934	18.100	
2017.05.07.19	935	16.400	
2017.05.07.22	936	12.400	
2017.05.08.01	937	9.200	
2017.05.08.04	938	7.800	
2017.05.08.07	939	6.700	
2017.05.08.10	940	8.600	
2017.05.08.13	941	10.000	
2017.05.08.16	942	11.600	
2017.05.08.19	943	10.100	
2017.05.08.22	944	6.800	
2017.05.09.01	945	5.500	
2017.05.09.04	946	4.600	
2017.05.09.07	947	5.100	
2017.05.09.10	948	7.300	
2017.05.09.13	949	6.000	
2017.05.09.16	950	4.400	
2017.05.09.19	951	4.300	
2017.05.09.22	952	3.300	
2017.05.10.01	953	3.800	
2017.05.10.04	954	4.300	
2017.05.10.07	955	4.600	
2017.05.10.10	956	6.000	
2017.05.10.18	957	9.100	
2017.05.10.21	958	6.500	
2017.05.11.00	959	5.600	
2017.05.11.03	960	6.000	
2017.05.11.06	961	5.400	
2017.05.11.09	962	4.600	
2017.05.11.12	963	9.500	
2017.05.11.22	964	NaN	
2017.05.12.01	965	7.200	
2017.05.12.04	966	7.200	
2017.05.12.07	967	7.800	
2017.05.15.14	968	14.600	
2017.05.15.16	969	14.500	
2017.05.15.18	970	14.400	
2017.05.15.20	971	14.300	
2017.05.15.22	972	13.300	
2017.05.16.00	973	10.200	
2017.05.16.02	974	11.000	
2017.05.16.04	975	11.900	
2017.05.16.06	976	12.400	
2017.05.16.08	977	13.100	
2017.05.16.10	978	12.200	
2017.05.16.12	979	13.000	
2017.05.16.14	980	12.500	
2017.05.16.16	981	11.900	
2017.05.16.22	982	11.400	
2017.05.17.00	983	10.800	
2017.05.17.02	984	9.300	
2017.05.17.04	985	9.000	
2017.05.17.06	986	8.600	
2017.05.17.14	987	17.700	
2017.05.17.16	988	17.200	
2017.05.17.18	989	14.200	
2017.05.18.00	990	10.700	
2017.05.18.02	991	10.600	
2017.05.18.04	992	10.200	
2017.05.18.10	993	10.800	
2017.05.18.15	994	11.100	
2017.05.18.17	995	11.500	
2017.05.18.19	996	11.800	
2017.05.18.21	997	9.400	
2017.05.18.23	998	9.000	
2017.05.19.01	999	8.800	
2017.05.19.03	1000	8.500	
2017.05.19.05	1001	8.700	
2017.05.19.07	1002	9.200	
2017.05.19.09	1003	11.700	
2017.05.19.11	1004	14.900	
2017.05.19.13	1005	16.300	
2017.05.19.15	1006	17.400	
2017.05.19.17	1007	16.900	
2017.05.19.19	1008	16.200	
2017.05.19.21	1009	16.000	
2017.05.19.23	1010	14.200	
2017.05.20.01	1011	11.700	
2017.05.20.03	1012	11.600	
2017.05.20.05	1013	11.700	
2017.05.20.07	1014	13.400	
2017.05.20.09	1015	21.100	
2017.05.20.11	1016	20.600	
2017.05.20.13	1017	18.600	
2017.05.20.15	1018	11.300	
2017.05.20.17	1019	10.900	
2017.05.20.19	1020	9.400	
2017.05.20.21	1021	9.200	
2017.05.20.23	1022	9.300	
2017.05.21.01	1023	9.200	
2017.05.21.03	1024	8.300	
2017.05.21.05	1025	6.900	
2017.05.21.07	1026	11.000	
2017.05.21.09	1027	14.400	
2017.05.21.11	1028	13.400	
2017.05.21.13	1029	12.400	
2017.05.21.15	1030	9.600	
2017.05.21.17	1031	10.000	
2017.05.21.19	1032	9.600	
2017.05.21.21	1033	9.100	
2017.05.21.23	1034	9.000	
2017.05.22.01	1035	9.000	
2017.05.22.03	1036	8.900	
2017.05.22.05	1037	8.900	
2017.05.22.07	1038	9.000	
2017.05.22.09	1039	10.100	
2017.05.22.11	1040	11.000	
2017.05.22.13	1041	12.800	
2017.05.22.15	1042	12.700	
2017.05.22.17	1043	12.800	
2017.05.22.19	1044	12.800	
2017.05.23.03	1045	7.000	
2017.05.23.05	1046	8.000	
2017.05.23.07	1047	9.800	
2017.05.24.01	1048	10.100	
2017.05.25.07	1049	9.400	
2017.06.16.13	1050	13.300	
2017.06.16.16	1051	14.100	
2017.06.16.18	1052	13.700	
2017.06.16.20	1053	12.900	
2017.06.16.22	1054	12.100	
2017.06.17.00	1055	11.700	
2017.06.17.02	1056	11.400	
2017.06.17.04	1057	10.900	
2017.06.17.06	1058	11.600	
2017.06.17.08	1059	12.900	
2017.06.17.10	1060	13.600	
2017.06.17.12	1061	14.500	
2017.06.17.14	1062	12.500	
2017.06.17.16	1063	11.500	
2017.06.17.18	1064	11.700	
2017.06.17.20	1065	12.100	
2017.06.17.22	1066	12.300	
2017.06.18.00	1067	12.300	
2017.06.18.02	1068	12.200	
2017.06.18.04	1069	11.900	
2017.06.18.06	1070	11.700	
2017.06.18.08	1071	11.700	
2017.06.18.10	1072	11.900	
2017.06.18.12	1073	11.900	
2017.06.18.14	1074	12.500	
2017.06.18.16	1075	12.500	
2017.06.18.18	1076	11.500	
2017.06.18.20	1077	10.500	
2017.06.18.22	1078	10.700	
2017.06.19.00	1079	10.900	
2017.06.19.02	1080	11.000	
2017.06.19.04	1081	10.700	
2017.06.19.06	1082	11.000	
2017.06.19.08	1083	11.800	
2017.06.19.10	1084	12.400	
2017.06.19.12	1085	11.900	
2017.06.19.14	1086	10.400	
2017.06.19.16	1087	9.800	
2017.06.19.18	1088	10.700	
2017.06.19.20	1089	10.300	
2017.06.19.22	1090	9.000	
2017.06.20.00	1091	9.400	
2017.06.20.02	1092	8.300	
2017.06.20.04	1093	8.400	
2017.06.20.06	1094	9.300	
2017.06.20.08	1095	10.200	
2017.06.20.10	1096	10.900	
2017.06.20.12	1097	12.800	
2017.06.20.14	1098	11.500	
2017.06.20.16	1099	12.000	
2017.06.20.18	1100	10.000	
2017.06.20.20	1101	10.100	
2017.06.20.22	1102	9.900	
2017.06.21.00	1103	8.500	
2017.06.21.02	1104	8.300	
2017.06.21.04	1105	8.200	
2017.06.21.06	1106	8.900	
2017.06.21.08	1107	9.100	
2017.06.21.10	1108	9.100	
2017.06.21.12	1109	10.700	
2017.06.21.14	1110	13.100	
2017.06.21.19	1111	11.600	
2017.06.21.21	1112	10.900	
2017.06.21.23	1113	10.000	
2017.06.22.01	1114	9.800	
2017.06.22.03	1115	9.800	
2017.06.22.05	1116	10.800	
2017.06.22.07	1117	10.500	
2017.06.22.11	1118	12.500	
2017.06.22.13	1119	13.000	
2017.06.22.15	1120	12.300	
2017.06.22.17	1121	12.800	
2017.06.22.19	1122	12.100	
2017.06.22.21	1123	12.100	
2017.06.22.23	1124	12.100	
2017.06.23.01	1125	11.400	
2017.06.23.03	1126	10.700	
2017.06.23.05	1127	10.700	
2017.06.23.07	1128	10.400	
2017.06.23.09	1129	10.800	
2017.06.23.11	1130	10.500	
2017.06.23.13	1131	11.000	
2017.06.23.15	1132	11.400	
2017.06.23.17	1133	11.100	
2017.06.23.19	1134	11.600	
2017.06.23.21	1135	11.000	
2017.06.23.23	1136	10.700	
2017.06.24.01	1137	10.000	
2017.06.24.03	1138	9.400	
2017.06.24.05	1139	9.800	
2017.06.24.07	1140	9.900	
2017.06.24.09	1141	8.900	
2017.06.24.11	1142	11.500	
2017.06.24.13	1143	12.600	
2017.06.24.15	1144	13.300	
2017.06.24.17	1145	10.200	
2017.06.24.19	1146	10.900	
2017.06.24.21	1147	10.000	
2017.06.24.23	1148	8.000	
2017.06.25.01	1149	8.100	
2017.06.25.03	1150	8.800	
2017.06.25.05	1151	8.800	
2017.06.25.07	1152	9.200	
2017.06.25.09	1153	9.400	
2017.06.25.11	1154	9.400	
2017.06.25.13	1155	10.900	
2017.06.25.15	1156	10.900	
2017.06.25.17	1157	9.400	
2017.06.25.19	1158	9.700	
2017.06.25.21	1159	9.900	
2017.06.25.23	1160	10.000	
2017.06.26.01	1161	10.300	
2017.06.26.03	1162	9.600	
2017.06.26.05	1163	9.500	
2017.06.26.07	1164	9.600	
2017.06.26.09	1165	10.900	
2017.06.26.11	1166	12.300	
2017.06.26.13	1167	10.200	
2017.06.26.15	1168	11.500	
2017.06.26.17	1169	11.700	
2017.06.26.19	1170	11.000	
2017.06.26.21	1171	10.300	
2017.06.26.23	1172	8.500	
2017.06.27.01	1173	7.800	
2017.06.27.03	1174	6.900	
2017.06.27.05	1175	6.500	
2017.06.27.07	1176	11.800	
2017.06.27.09	1177	12.400	
2017.06.27.11	1178	12.500	
2017.06.27.13	1179	13.300	
2017.06.27.15	1180	13.300	
2017.06.27.17	1181	13.400	
2017.06.27.19	1182	13.500	
2017.06.27.21	1183	13.200	
2017.06.27.23	1184	9.900	
2017.06.28.01	1185	8.500	
2017.06.28.03	1186	8.000	
2017.06.28.05	1187	7.200	
2017.06.28.07	1188	12.000	
2017.06.28.09	1189	14.600	
2017.06.28.11	1190	16.900	
2017.06.28.13	1191	17.500	
2017.06.28.15	1192	17.600	
2017.06.28.17	1193	17.700	
2017.06.28.19	1194	18.300	
2017.06.28.21	1195	17.000	
2017.06.28.23	1196	13.400	
2017.06.29.01	1197	11.400	
2017.06.29.03	1198	10.900	
2017.06.29.05	1199	16.200	
2017.06.29.07	1200	15.600	
2017.06.29.09	1201	17.700	
2017.06.29.11	1202	19.300	
2017.06.29.13	1203	19.700	
2017.06.29.15	1204	20.200	
2017.06.29.17	1205	19.800	
2017.06.29.19	1206	19.500	
2017.06.29.21	1207	19.100	
2017.06.29.23	1208	16.400	
2017.06.30.01	1209	15.000	
2017.06.30.03	1210	13.400	
2017.06.30.05	1211	13.000	
2017.06.30.07	1212	16.900	
2017.06.30.09	1213	20.400	
2017.06.30.11	1214	21.900	
2017.06.30.13	1215	21.500	
2017.06.30.15	1216	21.300	
2017.06.30.17	1217	20.900	
2017.06.30.19	1218	19.700	
2017.06.30.21	1219	18.400	
2017.06.30.23	1220	14.900	
2017.07.01.01	1221	13.200	
2017.07.01.03	1222	12.500	
2017.07.01.05	1223	12.300	
2017.07.01.07	1224	13.000	
2017.07.01.09	1225	13.800	
2017.07.01.11	1226	14.800	
2017.07.01.13	1227	14.000	
2017.07.01.15	1228	14.200	
2017.07.01.17	1229	14.000	
2017.07.01.19	1230	12.500	
2017.07.01.21	1231	11.800	
2017.07.01.23	1232	11.600	
2017.07.02.01	1233	11.400	
2017.07.02.03	1234	11.400	
2017.07.02.05	1235	10.000	
2017.07.02.07	1236	11.100	
2017.07.02.09	1237	11.900	
2017.07.02.11	1238	11.300	
2017.07.02.13	1239	12.300	
2017.07.02.15	1240	11.600	
2017.07.02.17	1241	11.700	
2017.07.02.19	1242	9.700	
2017.07.02.21	1243	9.400	
2017.07.02.23	1244	9.300	
2017.07.03.01	1245	10.000	
2017.07.03.03	1246	9.800	
2017.07.03.05	1247	8.700	
2017.07.03.07	1248	10.000	
2017.07.03.09	1249	12.100	
2017.07.03.11	1250	12.500	
2017.07.03.13	1251	12.500	
2017.07.03.15	1252	10.500	
2017.07.03.17	1253	12.700	
2017.07.03.19	1254	14.300	
2017.07.03.21	1255	13.500	
2017.07.03.23	1256	10.900	
2017.07.04.01	1257	9.700	
2017.07.04.03	1258	9.800	
2017.07.04.05	1259	7.900	
2017.07.04.07	1260	10.700	
2017.07.04.09	1261	11.900	
2017.07.04.11	1262	13.300	
2017.07.04.13	1263	13.600	
2017.07.04.15	1264	13.900	
2017.07.04.17	1265	13.900	
2017.07.04.19	1266	14.200	
2017.07.04.21	1267	13.000	
2017.07.04.23	1268	10.600	
2017.07.05.01	1269	9.400	
2017.07.05.03	1270	9.100	
2017.07.05.05	1271	8.900	
2017.07.05.07	1272	10.600	
2017.07.05.09	1273	11.600	
2017.07.05.11	1274	12.800	
2017.07.05.13	1275	13.900	
2017.07.05.15	1276	13.600	
2017.07.05.17	1277	13.400	
2017.07.05.19	1278	13.700	
2017.07.05.21	1279	13.000	
2017.07.05.23	1280	10.200	
2017.07.06.01	1281	9.600	
2017.07.06.03	1282	7.600	
2017.07.06.05	1283	6.700	
2017.07.06.07	1284	10.900	
2017.07.06.09	1285	11.900	
2017.07.06.11	1286	13.300	
2017.07.06.13	1287	14.300	
2017.07.06.15	1288	13.600	
2017.07.06.17	1289	14.100	
2017.07.06.19	1290	13.300	
2017.07.06.21	1291	12.500	
2017.07.06.23	1292	11.700	
2017.07.07.01	1293	11.600	
2017.07.07.03	1294	11.200	
2017.07.07.05	1295	11.700	
2017.07.07.07	1296	12.600	
2017.07.07.09	1297	13.800	
2017.07.07.11	1298	14.000	
2017.07.07.13	1299	13.200	
2017.07.07.15	1300	13.700	
2017.07.07.17	1301	13.900	
2017.07.07.19	1302	13.100	
2017.07.07.21	1303	12.400	
2017.07.07.23	1304	11.500	
2017.07.08.01	1305	11.600	
2017.07.08.03	1306	10.400	
2017.07.08.05	1307	10.300	
2017.07.08.07	1308	10.800	
2017.07.08.09	1309	10.700	
2017.07.08.11	1310	12.200	
2017.07.08.13	1311	13.100	
2017.07.08.15	1312	13.300	
2017.07.08.17	1313	13.300	
2017.07.08.19	1314	13.600	
2017.07.08.21	1315	11.400	
2017.07.08.23	1316	9.800	
2017.07.09.01	1317	10.000	
2017.07.09.03	1318	10.900	
2017.07.09.05	1319	10.900	
2017.07.09.07	1320	8.700	
2017.07.09.09	1321	10.400	
2017.07.09.11	1322	11.100	
2017.07.09.13	1323	11.800	
2017.07.09.15	1324	11.400	
2017.07.09.17	1325	12.400	
2017.07.09.19	1326	12.500	
2017.07.09.21	1327	12.100	
2017.07.09.23	1328	11.600	
2017.07.10.01	1329	11.000	
2017.07.10.03	1330	10.200	
2017.07.10.05	1331	8.700	
2017.07.10.07	1332	10.300	
2017.07.10.09	1333	13.300	
2017.07.10.11	1334	13.700	
2017.07.10.13	1335	13.600	
2017.07.10.15	1336	13.300	
2017.07.10.17	1337	13.500	
2017.07.10.19	1338	13.800	
2017.07.10.21	1339	12.700	
2017.07.10.23	1340	11.700	
2017.07.11.01	1341	10.500	
2017.07.11.03	1342	8.300	
2017.07.11.05	1343	7.700	
2017.07.11.07	1344	11.400	
2017.07.11.09	1345	11.800	
2017.07.11.11	1346	10.900	
2017.07.11.13	1347	12.500	
2017.07.11.15	1348	13.400	
2017.07.11.17	1349	12.900	
2017.07.11.19	1350	12.000	
2017.07.11.21	1351	11.700	
2017.07.11.23	1352	10.000	
2017.07.12.01	1353	9.200	
2017.07.12.03	1354	10.000	
2017.07.12.05	1355	9.400	
2017.07.12.07	1356	9.800	
2017.07.12.09	1357	10.600	
2017.07.12.11	1358	11.800	
2017.07.12.13	1359	11.900	
2017.07.12.15	1360	9.900	
2017.07.12.17	1361	12.300	
2017.07.12.19	1362	11.800	
2017.07.12.21	1363	11.100	
2017.07.12.23	1364	10.900	
2017.07.13.01	1365	10.400	
2017.07.13.03	1366	9.700	
2017.07.13.05	1367	9.500	
2017.07.13.07	1368	9.600	
2017.07.13.09	1369	11.200	
2017.07.13.11	1370	13.000	
2017.07.13.13	1371	12.600	
2017.07.13.15	1372	13.400	
2017.07.13.17	1373	13.900	
2017.07.13.19	1374	14.400	
2017.07.13.21	1375	12.700	
2017.07.13.23	1376	9.800	
2017.07.14.01	1377	10.100	
2017.07.14.03	1378	10.200	
2017.07.14.05	1379	11.000	
2017.07.14.07	1380	11.200	
2017.07.14.09	1381	12.500	
2017.07.14.11	1382	13.400	
2017.07.14.13	1383	15.500	
2017.07.14.15	1384	16.100	
2017.07.14.17	1385	15.800	
2017.07.14.19	1386	16.800	
2017.07.14.23	1387	11.700	
2017.07.15.01	1388	11.100	
2017.07.15.03	1389	11.500	
2017.07.15.05	1390	11.800	
2017.07.15.07	1391	11.400	
2017.07.15.09	1392	12.500	
2017.07.15.11	1393	14.300	
2017.07.15.13	1394	15.700	
2017.07.15.15	1395	15.400	
2017.07.15.17	1396	15.500	
2017.07.15.19	1397	15.000	
2017.07.15.21	1398	12.500	
2017.07.15.23	1399	11.500	
2017.07.16.01	1400	11.600	
2017.07.16.03	1401	12.300	
2017.07.16.05	1402	11.100	
2017.07.16.07	1403	10.900	
2017.07.16.09	1404	12.000	
2017.07.16.11	1405	11.700	
2017.07.16.13	1406	12.200	
2017.07.16.15	1407	12.700	
2017.07.16.17	1408	12.500	
2017.07.16.19	1409	11.900	
2017.07.16.21	1410	9.900	
2017.07.16.23	1411	10.300	
2017.07.17.01	1412	10.300	
2017.07.17.03	1413	10.600	
2017.07.17.05	1414	9.600	
2017.07.17.07	1415	10.200	
2017.07.17.09	1416	10.100	
2017.07.17.11	1417	11.600	
2017.07.17.13	1418	11.200	
2017.07.17.15	1419	11.400	
2017.07.17.17	1420	12.800	
2017.07.17.19	1421	12.400	
2017.07.17.21	1422	10.700	
2017.07.17.23	1423	10.900	
2017.07.18.01	1424	10.100	
2017.07.18.03	1425	10.000	
2017.07.18.05	1426	10.400	
2017.07.18.07	1427	11.100	
2017.07.18.09	1428	13.000	
2017.07.18.11	1429	13.400	
2017.07.18.13	1430	14.400	
2017.07.18.15	1431	14.500	
2017.07.18.17	1432	15.400	
2017.07.18.19	1433	15.300	
2017.07.18.21	1434	13.400	
2017.07.18.23	1435	12.300	
2017.07.19.01	1436	10.200	
2017.07.19.03	1437	10.600	
2017.07.19.05	1438	9.800	
2017.07.19.07	1439	11.500	
2017.07.19.09	1440	14.600	
2017.07.19.11	1441	16.600	
2017.07.19.13	1442	17.800	
2017.07.19.15	1443	20.100	
2017.07.19.17	1444	22.000	
2017.07.19.19	1445	20.300	
2017.07.19.21	1446	18.900	
2017.07.19.23	1447	14.400	
2017.07.20.01	1448	12.500	
2017.07.20.03	1449	11.000	
2017.07.20.05	1450	10.500	
2017.07.20.07	1451	13.300	
2017.07.20.09	1452	18.700	
2017.07.20.11	1453	22.200	
2017.07.20.13	1454	23.200	
2017.07.20.15	1455	24.900	
2017.07.20.17	1456	23.400	
2017.07.20.19	1457	24.300	
2017.07.20.21	1458	20.400	
2017.07.20.23	1459	17.700	
2017.07.21.01	1460	15.700	
2017.07.21.03	1461	15.000	
2017.07.21.05	1462	15.200	
2017.07.21.07	1463	15.300	
2017.07.21.09	1464	15.300	
2017.07.21.11	1465	15.500	
2017.07.21.13	1466	17.600	
2017.07.21.15	1467	16.900	
2017.07.21.17	1468	16.200	
2017.07.21.19	1469	15.600	
2017.07.21.21	1470	15.200	
2017.07.21.23	1471	14.700	
2017.07.22.01	1472	14.700	
2017.07.22.03	1473	13.900	
2017.07.22.05	1474	13.700	
2017.07.22.07	1475	15.400	
2017.07.22.09	1476	17.700	
2017.07.22.11	1477	19.200	
2017.07.22.16	1478	21.000	
2017.07.22.18	1479	19.600	
2017.07.22.20	1480	18.400	
2017.07.22.22	1481	17.200	
2017.07.23.00	1482	16.200	
2017.07.23.02	1483	15.600	
2017.07.23.04	1484	14.500	
2017.07.23.06	1485	14.500	
2017.07.23.08	1486	17.600	
2017.07.23.10	1487	22.600	
2017.07.23.12	1488	22.900	
2017.07.23.14	1489	22.700	
2017.07.23.16	1490	22.500	
2017.07.23.18	1491	21.900	
2017.07.23.20	1492	21.500	
2017.07.23.22	1493	18.300	
2017.07.24.00	1494	16.100	
2017.07.24.02	1495	15.500	
2017.07.24.04	1496	14.600	
2017.07.24.06	1497	14.500	
2017.07.24.08	1498	14.400	
2017.07.24.10	1499	16.500	
2017.07.24.12	1500	21.700	
2017.07.24.14	1501	18.400	
2017.07.24.16	1502	16.600	
2017.07.24.18	1503	16.300	
2017.07.24.20	1504	14.900	
2017.07.24.22	1505	14.800	
2017.07.25.00	1506	14.700	
2017.07.25.02	1507	14.500	
2017.07.25.04	1508	14.200	
2017.07.25.06	1509	14.300	
2017.07.25.08	1510	15.800	
2017.07.25.10	1511	18.900	
2017.07.25.12	1512	18.200	
2017.07.25.14	1513	18.300	
2017.07.25.16	1514	18.100	
2017.07.25.18	1515	18.100	
2017.07.25.20	1516	16.900	
2017.07.25.22	1517	16.300	
2017.07.26.00	1518	14.700	
2017.07.26.02	1519	14.200	
2017.07.26.04	1520	14.400	
2017.07.26.06	1521	14.400	
2017.07.26.08	1522	18.000	
2017.07.26.10	1523	17.600	
2017.07.26.12	1524	19.100	
2017.07.26.14	1525	19.000	
2017.07.26.16	1526	17.900	
2017.07.26.18	1527	18.100	
2017.07.26.20	1528	17.700	
2017.07.26.22	1529	15.700	
2017.07.27.00	1530	15.400	
2017.07.27.02	1531	15.300	
2017.07.27.04	1532	14.800	
2017.07.27.06	1533	14.500	
2017.07.27.08	1534	13.700	
2017.07.27.10	1535	13.900	
2017.07.27.12	1536	13.500	
2017.07.27.14	1537	15.500	
2017.07.27.16	1538	16.400	
2017.07.27.18	1539	16.900	
2017.07.27.20	1540	15.500	
2017.07.27.22	1541	14.600	
2017.07.28.00	1542	13.900	
2017.07.28.02	1543	13.300	
2017.07.28.04	1544	11.600	
2017.07.28.06	1545	11.500	
2017.07.28.08	1546	13.700	
2017.07.28.10	1547	15.700	
2017.07.28.12	1548	14.900	
2017.07.28.14	1549	15.300	
2017.07.28.16	1550	14.600	
2017.07.28.18	1551	15.700	
2017.07.28.20	1552	14.400	
2017.07.28.22	1553	13.200	
2017.07.29.00	1554	14.000	
2017.07.29.02	1555	13.700	
2017.07.29.04	1556	14.000	
2017.07.29.06	1557	12.400	
2017.07.29.08	1558	15.000	
2017.07.29.10	1559	16.800	
2017.07.29.12	1560	16.500	
2017.07.29.14	1561	14.600	
2017.07.29.16	1562	13.500	
2017.07.29.18	1563	14.100	
2017.07.29.20	1564	14.300	
2017.07.29.22	1565	14.100	
2017.07.30.00	1566	13.300	
2017.07.30.02	1567	12.600	
2017.07.30.04	1568	12.500	
2017.07.30.06	1569	12.800	
2017.07.30.08	1570	15.800	
2017.07.30.10	1571	17.600	
2017.07.30.12	1572	18.700	
2017.07.30.14	1573	17.100	
2017.07.30.16	1574	17.200	
2017.07.30.18	1575	14.400	
2017.07.30.20	1576	13.800	
2017.07.30.22	1577	13.600	
2017.07.31.00	1578	13.300	
2017.07.31.02	1579	12.900	
2017.07.31.04	1580	11.800	
2017.07.31.06	1581	11.900	
2017.07.31.08	1582	12.500	
2017.07.31.10	1583	14.400	
2017.07.31.12	1584	15.300	
2017.07.31.14	1585	16.100	
2017.07.31.16	1586	15.700	
2017.07.31.18	1587	14.600	
2017.07.31.20	1588	12.300	
2017.07.31.22	1589	11.600	
2017.08.01.00	1590	12.100	
2017.08.01.02	1591	12.500	
2017.08.01.04	1592	12.200	
2017.08.01.06	1593	13.100	
2017.08.01.08	1594	14.400	
2017.08.01.10	1595	16.200	
2017.08.01.12	1596	17.400	
2017.08.01.14	1597	16.900	
2017.08.01.16	1598	16.800	
2017.08.01.18	1599	16.200	
2017.08.01.20	1600	15.400	
2017.08.01.22	1601	14.800	
2017.08.02.00	1602	13.400	
2017.08.02.02	1603	12.200	
2017.08.02.04	1604	11.700	
2017.08.02.06	1605	11.700	
2017.08.02.08	1606	14.100	
2017.08.02.10	1607	10.500	
2017.08.02.12	1608	11.400	
2017.08.02.14	1609	13.200	
2017.08.02.16	1610	13.100	
2017.08.02.18	1611	14.700	
2017.08.02.20	1612	13.800	
2017.08.02.22	1613	12.800	
2017.08.03.00	1614	12.000	
2017.08.03.02	1615	12.200	
2017.08.03.04	1616	11.900	
2017.08.03.06	1617	11.800	
2017.08.03.08	1618	13.800	
2017.08.03.10	1619	17.600	
2017.08.03.12	1620	16.300	
2017.08.03.14	1621	15.200	
2017.08.03.16	1622	16.700	
2017.08.03.18	1623	13.700	
2017.08.03.20	1624	14.100	
2017.08.03.22	1625	16.100	
2017.08.04.00	1626	14.500	
2017.08.04.02	1627	12.800	
2017.08.04.04	1628	12.900	
2017.08.04.06	1629	13.300	
2017.08.04.08	1630	14.200	
2017.08.04.10	1631	13.900	
2017.08.04.12	1632	15.700	
2017.08.04.14	1633	14.400	
2017.08.04.16	1634	15.400	
2017.08.04.18	1635	14.000	
2017.08.04.20	1636	14.400	
2017.08.04.22	1637	12.900	
2017.08.05.00	1638	12.800	
2017.08.05.02	1639	13.000	
2017.08.05.04	1640	13.100	
2017.08.05.06	1641	12.900	
2017.08.05.08	1642	14.000	
2017.08.05.10	1643	16.200	
2017.08.05.12	1644	15.200	
2017.08.05.14	1645	14.000	
2017.08.05.16	1646	13.500	
2017.08.05.18	1647	13.300	
2017.08.05.20	1648	13.300	
2017.08.05.22	1649	13.200	
2017.08.06.00	1650	12.700	
2017.08.06.02	1651	12.300	
2017.08.06.04	1652	12.000	
2017.08.06.06	1653	11.400	
2017.08.06.08	1654	11.200	
2017.08.06.10	1655	12.100	
2017.08.06.12	1656	11.200	
2017.08.06.14	1657	11.100	
2017.08.06.16	1658	11.500	
2017.08.06.18	1659	11.000	
2017.08.06.20	1660	10.900	
2017.08.06.22	1661	10.300	
2017.08.07.00	1662	10.300	
2017.08.07.02	1663	9.700	
2017.08.07.04	1664	9.800	
2017.08.07.06	1665	9.200	
2017.08.07.08	1666	13.000	
2017.08.07.10	1667	13.500	
2017.08.07.12	1668	15.500	
2017.08.07.14	1669	12.200	
2017.08.07.16	1670	13.300	
2017.08.07.18	1671	13.400	
2017.08.07.20	1672	12.000	
2017.08.07.22	1673	12.000	
2017.08.08.00	1674	11.400	
2017.08.08.02	1675	11.400	
2017.08.08.04	1676	11.400	
2017.08.08.06	1677	11.200	
2017.08.08.08	1678	11.600	
2017.08.08.10	1679	12.400	
2017.08.08.12	1680	12.000	
2017.08.08.14	1681	12.500	
2017.08.08.19	1682	16.000	
2017.08.08.21	1683	12.500	
2017.08.09.01	1684	10.500	
2017.08.09.03	1685	10.000	
2017.08.09.05	1686	9.500	
2017.08.09.07	1687	10.500	
2017.08.09.09	1688	13.200	
2017.08.09.11	1689	14.900	
2017.08.09.13	1690	17.500	
2017.08.09.15	1691	19.700	
2017.08.09.17	1692	19.300	
2017.08.09.19	1693	19.100	
2017.08.09.21	1694	15.800	
