Tid	Nr	Lufttemperatur
2018.06.18.15	868	11.000	
2018.06.18.18	869	12.900	
2018.06.18.21	870	10.100	
2018.06.19.00	871	10.000	
2018.06.19.03	872	8.300	
2018.06.19.06	873	9.600	
2018.06.19.09	874	9.800	
2018.06.19.12	875	9.300	
2018.06.19.15	876	10.300	
2018.06.19.18	877	10.600	
2018.06.19.21	878	10.300	
2018.06.20.00	879	8.300	
2018.06.20.03	880	8.300	
2018.06.20.06	881	8.900	
2018.06.20.09	882	10.400	
2018.06.20.12	883	11.800	
2018.06.20.15	884	9.900	
2018.06.20.18	885	10.800	
2018.06.20.21	886	11.800	
2018.06.21.00	887	8.000	
2018.06.21.03	888	7.100	
2018.06.21.06	889	6.400	
2018.06.21.09	890	8.600	
2018.06.21.12	891	9.700	
2018.06.21.19	892	11.300	
2018.06.21.22	893	10.100	
2018.06.22.01	894	8.600	
2018.06.22.04	895	8.800	
2018.06.22.07	896	9.200	
2018.06.22.10	897	8.900	
2018.06.22.13	898	10.000	
2018.06.22.16	899	11.500	
2018.06.22.19	900	10.100	
2018.06.22.22	901	9.700	
2018.06.23.01	902	7.300	
2018.06.23.04	903	7.700	
2018.06.23.07	904	9.000	
2018.06.23.13	905	11.100	
2018.06.23.16	906	10.900	
2018.06.23.19	907	10.100	
2018.06.23.22	908	9.800	
2018.06.24.01	909	9.800	
2018.06.24.04	910	9.800	
2018.06.24.07	911	9.800	
2018.06.24.10	912	10.600	
2018.06.24.13	913	11.500	
2018.06.24.16	914	11.200	
2018.06.24.19	915	10.500	
2018.06.24.22	916	10.500	
2018.06.25.01	917	10.300	
2018.06.25.04	918	10.100	
2018.06.25.07	919	10.500	
2018.06.25.10	920	11.200	
2018.06.25.13	921	10.500	
2018.06.25.16	922	11.700	
2018.06.25.19	923	11.800	
2018.06.25.22	924	12.500	
2018.06.26.01	925	10.100	
2018.06.26.04	926	9.300	
2018.06.26.07	927	9.500	
2018.06.26.10	928	10.800	
2018.06.26.13	929	13.000	
2018.06.26.16	930	13.200	
2018.06.26.19	931	14.600	
2018.06.26.22	932	13.200	
2018.06.27.01	933	10.200	
2018.06.27.04	934	9.700	
2018.06.27.07	935	10.600	
2018.06.27.10	936	12.000	
2018.06.27.13	937	15.400	
2018.06.27.19	938	16.700	
2018.06.27.22	939	14.500	
2018.06.28.01	940	10.700	
2018.06.28.04	941	9.800	
2018.06.28.07	942	11.700	
2018.06.28.10	943	16.800	
2018.06.28.13	944	16.900	
2018.06.28.16	945	15.700	
2018.06.28.19	946	17.600	
2018.06.28.22	947	14.700	
2018.06.29.01	948	11.500	
2018.06.29.04	949	10.300	
2018.06.29.07	950	11.000	
2018.06.29.10	951	14.200	
2018.06.29.13	952	17.300	
2018.06.29.16	953	19.500	
2018.06.29.19	954	20.200	
2018.06.29.22	955	17.900	
2018.06.30.01	956	12.000	
2018.06.30.04	957	10.100	
2018.06.30.07	958	12.800	
2018.06.30.10	959	17.900	
2018.06.30.13	960	19.300	
2018.06.30.16	961	18.100	
2018.06.30.19	962	18.800	
2018.06.30.22	963	16.300	
2018.07.01.01	964	11.500	
2018.07.01.04	965	9.600	
2018.07.01.07	966	11.800	
2018.07.01.10	967	17.800	
2018.07.01.13	968	19.400	
2018.07.01.16	969	21.100	
2018.07.01.19	970	20.700	
2018.07.01.22	971	18.900	
2018.07.02.01	972	13.400	
2018.07.02.04	973	12.900	
2018.07.02.07	974	14.700	
2018.07.02.10	975	18.300	
2018.07.02.13	976	16.200	
2018.07.02.16	977	14.800	
2018.07.02.19	978	15.500	
2018.07.02.22	979	13.600	
2018.07.03.01	980	10.900	
2018.07.03.04	981	10.200	
2018.07.03.07	982	11.300	
2018.07.03.10	983	13.600	
2018.07.03.13	984	15.200	
2018.07.03.16	985	16.700	
2018.07.03.19	986	17.800	
2018.07.03.22	987	15.500	
2018.07.04.01	988	12.300	
2018.07.04.04	989	11.700	
2018.07.04.07	990	11.400	
2018.07.04.10	991	14.100	
2018.07.04.13	992	18.300	
2018.07.04.16	993	20.400	
2018.07.04.19	994	19.400	
2018.07.04.22	995	17.500	
2018.07.05.01	996	12.200	
2018.07.05.04	997	11.800	
2018.07.05.07	998	12.300	
2018.07.05.10	999	12.600	
2018.07.05.13	1000	14.000	
2018.07.05.16	1001	13.300	
2018.07.05.19	1002	13.000	
2018.07.05.22	1003	12.000	
2018.07.06.01	1004	10.900	
2018.07.06.04	1005	10.100	
2018.07.06.07	1006	10.800	
2018.07.06.10	1007	12.100	
2018.07.06.13	1008	13.000	
2018.07.06.16	1009	13.700	
2018.07.06.19	1010	13.400	
2018.07.06.22	1011	12.000	
2018.07.07.01	1012	10.800	
2018.07.07.04	1013	10.500	
2018.07.07.07	1014	10.900	
2018.07.07.10	1015	13.800	
2018.07.07.13	1016	14.500	
2018.07.07.16	1017	16.200	
2018.07.07.19	1018	16.200	
2018.07.07.22	1019	14.000	
2018.07.08.01	1020	11.500	
2018.07.08.04	1021	9.300	
2018.07.08.07	1022	10.900	
2018.07.08.10	1023	13.600	
2018.07.08.13	1024	16.200	
2018.07.08.16	1025	16.900	
2018.07.08.19	1026	14.000	
2018.07.08.22	1027	10.200	
2018.07.09.01	1028	10.100	
2018.07.09.04	1029	10.700	
2018.07.09.07	1030	10.700	
2018.07.09.10	1031	10.800	
2018.07.09.13	1032	12.800	
2018.07.09.16	1033	15.300	
2018.07.09.19	1034	16.600	
2018.07.09.22	1035	15.800	
2018.07.10.01	1036	12.500	
2018.07.10.04	1037	10.200	
2018.07.10.07	1038	13.000	
2018.07.10.10	1039	17.700	
2018.07.10.13	1040	20.100	
2018.07.10.16	1041	21.900	
2018.07.10.19	1042	22.800	
2018.07.10.22	1043	18.200	
2018.07.11.01	1044	14.900	
2018.07.11.04	1045	14.300	
2018.07.11.07	1046	14.300	
2018.07.11.10	1047	17.600	
2018.07.11.16	1048	19.200	
2018.07.11.19	1049	17.000	
2018.07.11.22	1050	14.000	
2018.07.12.01	1051	12.300	
2018.07.12.04	1052	12.400	
2018.07.12.07	1053	12.600	
2018.07.12.10	1054	13.100	
2018.07.12.13	1055	14.900	
2018.07.12.16	1056	15.100	
2018.07.12.19	1057	15.600	
2018.07.12.22	1058	12.500	
2018.07.13.01	1059	11.700	
2018.07.13.04	1060	11.600	
2018.07.13.07	1061	11.600	
2018.07.13.10	1062	12.200	
2018.07.13.13	1063	12.900	
2018.07.13.16	1064	13.300	
2018.07.13.19	1065	13.200	
2018.07.13.22	1066	11.700	
2018.07.14.01	1067	11.500	
2018.07.14.04	1068	11.100	
2018.07.14.07	1069	10.700	
2018.07.14.10	1070	11.500	
2018.07.14.13	1071	14.600	
2018.07.14.16	1072	16.000	
2018.07.14.19	1073	15.100	
2018.07.14.22	1074	14.000	
2018.07.15.01	1075	13.500	
2018.07.15.04	1076	13.600	
2018.07.15.07	1077	13.300	
2018.07.15.10	1078	16.300	
2018.07.15.13	1079	20.200	
2018.07.15.16	1080	21.000	
2018.07.15.19	1081	21.400	
2018.07.15.22	1082	18.300	
2018.07.16.01	1083	14.800	
2018.07.16.04	1084	14.200	
2018.07.16.07	1085	16.000	
2018.07.16.10	1086	20.900	
2018.07.16.13	1087	22.100	
2018.07.16.16	1088	21.900	
2018.07.16.19	1089	23.000	
2018.07.16.22	1090	19.500	
2018.07.17.01	1091	16.000	
2018.07.17.04	1092	13.500	
2018.07.17.07	1093	15.000	
2018.07.17.10	1094	18.600	
2018.07.17.13	1095	22.500	
2018.07.17.16	1096	21.000	
2018.07.17.19	1097	18.200	
2018.07.17.22	1098	18.400	
2018.07.18.01	1099	15.900	
2018.07.18.04	1100	15.300	
2018.07.18.07	1101	15.400	
2018.07.18.10	1102	16.600	
2018.07.18.13	1103	16.500	
2018.07.18.16	1104	15.800	
2018.07.18.19	1105	16.400	
2018.07.18.22	1106	14.900	
2018.07.19.01	1107	11.900	
2018.07.19.04	1108	10.700	
2018.07.19.07	1109	12.300	
2018.07.19.10	1110	14.800	
2018.07.19.13	1111	15.800	
2018.07.19.16	1112	16.800	
2018.07.19.19	1113	17.300	
2018.07.19.22	1114	14.300	
2018.07.20.01	1115	11.400	
2018.07.20.04	1116	10.800	
2018.07.20.07	1117	11.600	
2018.07.20.10	1118	16.400	
2018.07.20.13	1119	18.400	
2018.07.20.16	1120	18.700	
2018.07.20.19	1121	19.500	
2018.07.20.22	1122	16.900	
2018.07.21.01	1123	12.900	
2018.07.21.04	1124	12.500	
2018.07.21.07	1125	14.400	
2018.07.21.10	1126	16.900	
2018.07.21.13	1127	17.200	
2018.07.21.16	1128	16.000	
2018.07.21.19	1129	16.100	
2018.07.21.22	1130	14.200	
2018.07.22.01	1131	12.700	
2018.07.22.04	1132	13.200	
2018.07.22.07	1133	13.200	
2018.07.22.10	1134	14.800	
2018.07.22.13	1135	16.600	
2018.07.22.16	1136	16.500	
2018.07.22.19	1137	13.600	
2018.07.22.22	1138	13.800	
2018.07.23.01	1139	12.800	
2018.07.23.04	1140	12.900	
2018.07.23.07	1141	13.500	
2018.07.23.10	1142	15.500	
2018.07.23.13	1143	17.800	
2018.07.23.16	1144	18.800	
2018.07.23.19	1145	16.900	
2018.07.23.22	1146	16.000	
2018.07.24.01	1147	16.200	
2018.07.24.04	1148	15.800	
2018.07.24.07	1149	16.600	
2018.07.24.10	1150	16.600	
2018.07.24.13	1151	16.200	
2018.07.24.16	1152	16.000	
2018.07.24.19	1153	15.500	
2018.07.24.22	1154	15.500	
2018.07.25.01	1155	15.400	
2018.07.25.04	1156	14.100	
2018.07.25.07	1157	13.300	
2018.07.25.10	1158	14.800	
2018.07.25.13	1159	17.400	
2018.07.25.16	1160	18.300	
2018.07.25.19	1161	19.600	
2018.07.25.22	1162	16.000	
2018.07.26.01	1163	12.400	
2018.07.26.04	1164	11.200	
2018.07.26.07	1165	12.400	
2018.07.26.10	1166	17.400	
2018.07.26.13	1167	20.400	
2018.07.26.16	1168	23.100	
2018.07.26.19	1169	23.500	
2018.07.26.22	1170	18.800	
2018.07.27.01	1171	15.400	
2018.07.27.04	1172	14.000	
2018.07.27.07	1173	15.500	
2018.07.27.10	1174	22.600	
2018.07.27.13	1175	27.600	
2018.07.27.16	1176	30.400	
2018.07.27.19	1177	28.100	
2018.07.27.22	1178	22.300	
2018.07.28.01	1179	17.600	
2018.07.28.04	1180	25.300	
2018.07.28.07	1181	25.600	
2018.07.28.10	1182	26.500	
2018.07.28.13	1183	26.900	
2018.07.28.16	1184	26.900	
2018.07.28.19	1185	26.700	
2018.07.28.22	1186	21.200	
2018.07.29.01	1187	18.000	
2018.07.29.04	1188	17.100	
2018.07.29.07	1189	14.800	
2018.07.29.10	1190	18.300	
2018.07.29.13	1191	19.500	
2018.07.29.16	1192	20.900	
2018.07.29.19	1193	22.700	
2018.07.29.22	1194	18.700	
2018.07.30.01	1195	18.300	
2018.07.30.04	1196	19.800	
2018.07.30.07	1197	17.400	
2018.07.30.10	1198	21.000	
2018.07.30.13	1199	19.500	
2018.07.30.16	1200	18.400	
2018.07.30.19	1201	21.300	
2018.07.30.22	1202	16.900	
2018.07.31.01	1203	16.000	
2018.07.31.04	1204	15.600	
2018.07.31.07	1205	20.300	
2018.07.31.10	1206	21.500	
2018.07.31.13	1207	21.200	
2018.07.31.16	1208	17.700	
2018.07.31.19	1209	16.700	
2018.07.31.22	1210	16.100	
2018.08.01.01	1211	15.100	
2018.08.01.04	1212	13.500	
2018.08.01.07	1213	14.100	
2018.08.01.10	1214	17.600	
2018.08.01.13	1215	18.800	
2018.08.01.16	1216	20.600	
2018.08.01.19	1217	19.000	
2018.08.01.22	1218	16.900	
2018.08.02.01	1219	16.100	
2018.08.02.04	1220	16.300	
2018.08.02.07	1221	14.500	
2018.08.02.10	1222	15.500	
2018.08.02.13	1223	16.500	
2018.08.02.16	1224	14.000	
2018.08.02.19	1225	16.700	
2018.08.02.22	1226	16.200	
2018.08.03.01	1227	14.900	
2018.08.03.04	1228	14.800	
2018.08.03.07	1229	14.800	
2018.08.03.10	1230	14.800	
2018.08.03.13	1231	15.600	
2018.08.03.16	1232	16.500	
2018.08.03.19	1233	17.200	
2018.08.03.22	1234	16.100	
2018.08.04.01	1235	15.400	
2018.08.04.04	1236	15.000	
2018.08.04.07	1237	14.600	
2018.08.04.10	1238	14.900	
2018.08.04.13	1239	14.000	
2018.08.04.16	1240	12.400	
2018.08.04.19	1241	12.500	
2018.08.04.22	1242	12.500	
2018.08.05.01	1243	11.200	
2018.08.05.04	1244	11.000	
2018.08.05.07	1245	10.900	
2018.08.05.10	1246	12.900	
2018.08.05.13	1247	14.000	
2018.08.05.16	1248	13.300	
2018.08.05.19	1249	12.500	
2018.08.05.22	1250	11.900	
2018.08.06.01	1251	10.800	
2018.08.06.04	1252	10.700	
2018.08.06.07	1253	11.700	
2018.08.06.10	1254	12.000	
2018.08.06.13	1255	12.800	
2018.08.06.16	1256	13.400	
2018.08.06.19	1257	13.400	
2018.08.06.22	1258	13.800	
2018.08.07.01	1259	14.300	
2018.08.07.04	1260	14.500	
2018.08.07.07	1261	15.200	
2018.08.07.10	1262	16.400	
2018.08.07.13	1263	19.500	
2018.08.07.16	1264	20.000	
2018.08.07.19	1265	17.900	
2018.08.07.22	1266	17.200	
2018.08.08.01	1267	16.400	
2018.08.08.04	1268	15.100	
2018.08.08.07	1269	15.500	
2018.08.08.10	1270	20.400	
2018.08.08.13	1271	19.600	
2018.08.08.16	1272	16.300	
2018.08.08.19	1273	12.700	
2018.08.08.22	1274	11.900	
2018.08.09.01	1275	12.300	
2018.08.09.04	1276	11.900	
2018.08.09.07	1277	13.000	
2018.08.09.10	1278	15.500	
2018.08.09.13	1279	16.600	
2018.08.09.16	1280	16.900	
2018.08.09.19	1281	16.300	
2018.08.09.22	1282	14.300	
2018.08.10.01	1283	13.400	
2018.08.10.04	1284	12.900	
2018.08.10.07	1285	11.900	
2018.08.10.10	1286	11.900	
2018.08.10.13	1287	12.300	
2018.08.10.16	1288	10.700	
2018.08.10.19	1289	11.500	
2018.08.10.22	1290	11.800	
2018.08.11.01	1291	10.900	
2018.08.11.04	1292	9.800	
2018.08.11.07	1293	9.900	
2018.08.11.10	1294	11.700	
2018.08.11.13	1295	11.700	
2018.08.11.16	1296	14.800	
2018.08.11.19	1297	15.400	
2018.08.11.22	1298	11.700	
2018.08.12.01	1299	9.500	
2018.08.12.04	1300	9.300	
2018.08.12.07	1301	9.700	
2018.08.12.10	1302	11.900	
2018.08.12.13	1303	14.000	
2018.08.12.16	1304	15.200	
2018.08.12.19	1305	16.800	
2018.08.12.22	1306	12.700	
2018.08.13.01	1307	10.500	
2018.08.13.04	1308	8.600	
2018.08.13.07	1309	8.000	
2018.08.13.10	1310	14.200	
2018.08.13.13	1311	17.500	
2018.08.13.16	1312	17.900	
2018.08.13.19	1313	18.800	
2018.08.13.22	1314	13.600	
2018.08.14.01	1315	11.400	
2018.08.14.04	1316	10.500	
2018.08.14.07	1317	9.700	
2018.08.14.10	1318	15.500	
2018.08.14.13	1319	18.200	
2018.08.14.16	1320	18.100	
2018.08.14.19	1321	16.000	
2018.08.14.22	1322	14.500	
2018.08.15.01	1323	14.100	
2018.08.15.04	1324	13.700	
2018.08.15.07	1325	13.700	
2018.08.15.10	1326	14.000	
2018.08.15.13	1327	16.800	
2018.08.15.16	1328	16.500	
2018.08.15.19	1329	15.500	
2018.08.15.22	1330	15.200	
2018.08.16.01	1331	15.700	
2018.08.16.04	1332	15.600	
2018.08.16.07	1333	12.600	
2018.08.16.10	1334	13.500	
2018.08.16.13	1335	13.500	
2018.08.16.16	1336	13.900	
2018.08.16.19	1337	14.400	
2018.08.16.22	1338	13.600	
2018.08.17.01	1339	12.500	
2018.08.17.04	1340	12.000	
2018.08.17.07	1341	10.000	
2018.08.17.10	1342	12.600	
2018.08.17.13	1343	13.100	
2018.08.17.16	1344	14.000	
2018.08.17.19	1345	12.000	
2018.08.17.22	1346	12.600	
2018.08.18.01	1347	13.500	
2018.08.18.04	1348	12.100	
2018.08.18.07	1349	13.300	
2018.08.18.10	1350	13.400	
2018.08.18.13	1351	12.900	
2018.08.18.16	1352	14.800	
2018.08.18.19	1353	13.300	
2018.08.18.22	1354	11.700	
2018.08.19.01	1355	11.200	
2018.08.19.04	1356	11.100	
2018.08.19.07	1357	10.800	
2018.08.19.10	1358	11.900	
2018.08.19.13	1359	14.900	
2018.08.19.16	1360	15.300	
2018.08.19.19	1361	14.900	
2018.08.19.22	1362	11.700	
2018.08.20.01	1363	11.000	
2018.08.20.04	1364	9.900	
2018.08.20.07	1365	9.900	
2018.08.20.10	1366	11.500	
2018.08.20.13	1367	12.900	
2018.08.20.16	1368	14.600	
2018.08.20.19	1369	13.200	
2018.08.20.22	1370	12.000	
2018.08.21.01	1371	10.100	
2018.08.21.04	1372	8.900	
2018.08.21.07	1373	7.700	
2018.08.21.10	1374	12.500	
2018.08.21.13	1375	15.500	
2018.08.21.16	1376	16.900	
2018.08.21.19	1377	17.300	
2018.08.21.22	1378	13.200	
2018.08.22.01	1379	14.000	
2018.08.22.07	1380	14.200	
2018.08.22.10	1381	15.200	
2018.08.22.13	1382	13.600	
2018.08.22.16	1383	12.200	
2018.08.22.19	1384	11.500	
2018.08.22.22	1385	11.100	
2018.08.23.01	1386	10.600	
2018.08.23.04	1387	10.400	
2018.08.23.07	1388	10.900	
2018.08.23.10	1389	11.700	
2018.08.23.13	1390	11.900	
2018.08.23.16	1391	14.400	
2018.08.23.19	1392	13.700	
2018.08.23.22	1393	11.800	
2018.08.24.01	1394	10.500	
2018.08.24.04	1395	10.600	
2018.08.24.07	1396	9.700	
2018.08.24.10	1397	12.100	
2018.08.24.13	1398	11.700	
2018.08.24.16	1399	9.200	
2018.08.24.22	1400	9.000	
2018.08.25.01	1401	8.800	
2018.08.25.04	1402	8.300	
2018.08.25.07	1403	7.500	
2018.08.25.10	1404	10.000	
2018.08.25.13	1405	12.700	
2018.08.25.16	1406	12.400	
2018.08.25.19	1407	9.200	
2018.08.25.22	1408	8.500	
2018.08.26.01	1409	7.800	
2018.08.26.04	1410	7.000	
2018.08.26.07	1411	7.400	
2018.08.26.10	1412	8.600	
2018.08.26.13	1413	12.200	
2018.08.26.16	1414	13.400	
2018.08.26.19	1415	12.600	
2018.08.26.22	1416	11.600	
2018.08.27.01	1417	11.700	
2018.08.27.04	1418	12.500	
2018.08.27.07	1419	11.700	
2018.08.27.10	1420	14.000	
2018.08.27.13	1421	16.200	
2018.08.27.16	1422	16.300	
2018.08.27.22	1423	13.600	
2018.08.28.01	1424	10.800	
2018.08.28.04	1425	11.200	
2018.08.28.07	1426	11.400	
2018.08.28.10	1427	13.700	
2018.08.28.13	1428	15.700	
2018.08.28.16	1429	16.200	
2018.08.28.19	1430	15.700	
2018.08.28.22	1431	13.000	
2018.08.29.01	1432	14.200	
2018.08.29.04	1433	14.100	
2018.08.29.07	1434	14.400	
2018.08.29.10	1435	14.100	
2018.08.29.13	1436	13.700	
2018.08.29.16	1437	13.200	
2018.08.29.19	1438	11.600	
2018.08.29.22	1439	10.100	
2018.08.30.01	1440	9.300	
2018.08.30.04	1441	8.400	
2018.08.30.07	1442	8.900	
2018.08.30.10	1443	12.000	
2018.08.30.13	1444	13.600	
2018.08.30.16	1445	14.100	
2018.08.30.19	1446	14.900	
2018.08.30.22	1447	11.400	
2018.08.31.01	1448	8.200	
2018.08.31.04	1449	7.600	
2018.08.31.07	1450	8.000	
2018.08.31.10	1451	10.700	
2018.08.31.13	1452	15.100	
2018.08.31.16	1453	16.500	
2018.08.31.19	1454	17.300	
2018.08.31.22	1455	10.700	
2018.09.01.01	1456	9.700	
2018.09.01.04	1457	9.600	
2018.09.01.07	1458	10.000	
2018.09.01.10	1459	13.300	
2018.09.01.13	1460	15.500	
2018.09.01.16	1461	15.400	
2018.09.01.19	1462	15.000	
2018.09.01.22	1463	13.800	
2018.09.02.01	1464	13.900	
2018.09.02.04	1465	14.100	
2018.09.02.07	1466	14.200	
2018.09.02.10	1467	15.400	
2018.09.02.13	1468	16.700	
2018.09.02.16	1469	17.600	
2018.09.02.19	1470	16.800	
2018.09.02.22	1471	16.000	
2018.09.03.01	1472	15.300	
2018.09.03.04	1473	14.300	
2018.09.03.07	1474	14.300	
2018.09.03.10	1475	14.800	
2018.09.03.13	1476	17.000	
2018.09.03.16	1477	16.700	
2018.09.03.19	1478	15.300	
2018.09.03.22	1479	14.000	
2018.09.04.01	1480	13.200	
2018.09.04.04	1481	12.600	
2018.09.04.07	1482	12.500	
2018.09.04.10	1483	12.600	
2018.09.04.13	1484	14.700	
2018.09.04.16	1485	17.600	
2018.09.04.19	1486	17.400	
2018.09.04.22	1487	13.000	
2018.09.05.01	1488	11.200	
2018.09.05.04	1489	11.900	
2018.09.05.07	1490	12.100	
2018.09.05.10	1491	13.200	
2018.09.05.13	1492	14.400	
2018.09.05.16	1493	15.800	
2018.09.05.19	1494	15.700	
2018.09.05.22	1495	11.700	
2018.09.06.01	1496	10.800	
2018.09.06.04	1497	10.500	
2018.09.06.07	1498	11.400	
2018.09.06.10	1499	12.900	
2018.09.06.13	1500	12.000	
2018.09.06.16	1501	12.500	
2018.09.06.19	1502	13.200	
2018.09.06.22	1503	12.800	
2018.09.07.01	1504	12.700	
2018.09.07.04	1505	17.600	
2018.09.07.10	1506	19.600	
2018.09.07.13	1507	19.900	
2018.09.07.16	1508	21.100	
2018.09.07.19	1509	20.000	
2018.09.07.22	1510	18.500	
2018.09.08.01	1511	17.200	
2018.09.08.04	1512	18.100	
2018.09.08.07	1513	18.200	
2018.09.08.10	1514	16.900	
2018.09.08.13	1515	16.900	
2018.09.08.16	1516	15.600	
2018.09.08.19	1517	13.600	
2018.09.08.22	1518	11.400	
2018.09.09.01	1519	9.700	
2018.09.09.04	1520	10.200	
2018.09.09.07	1521	9.900	
2018.09.09.10	1522	11.500	
2018.09.09.13	1523	13.300	
2018.09.09.16	1524	13.400	
2018.09.09.19	1525	13.100	
2018.09.09.22	1526	13.300	
2018.09.10.04	1527	11.900	
2018.09.10.07	1528	11.000	
2018.09.10.10	1529	12.500	
2018.09.10.13	1530	11.600	
2018.09.10.16	1531	12.100	
2018.09.10.19	1532	11.900	
2018.09.10.22	1533	11.100	
2018.09.11.01	1534	11.100	
2018.09.11.04	1535	10.000	
2018.09.11.07	1536	10.700	
2018.09.11.10	1537	10.700	
2018.09.11.13	1538	11.400	
2018.09.11.19	1539	11.600	
2018.09.11.22	1540	10.300	
2018.09.12.01	1541	8.700	
2018.09.12.04	1542	10.300	
2018.09.12.07	1543	9.500	
2018.09.12.10	1544	9.500	
2018.09.12.13	1545	9.900	
2018.09.12.16	1546	10.900	
2018.09.12.19	1547	11.200	
2018.09.12.22	1548	10.700	
2018.09.13.01	1549	9.200	
2018.09.13.04	1550	8.600	
2018.09.13.07	1551	8.100	
2018.09.13.10	1552	9.900	
2018.09.13.13	1553	12.300	
2018.09.13.16	1554	10.400	
2018.09.13.19	1555	11.100	
2018.09.13.22	1556	10.300	
2018.09.14.01	1557	10.700	
2018.09.14.04	1558	9.200	
2018.09.14.07	1559	8.400	
2018.09.14.10	1560	9.600	
2018.09.14.13	1561	10.000	
2018.09.14.16	1562	9.800	
2018.09.14.19	1563	9.600	
2018.09.14.22	1564	7.900	
2018.09.15.01	1565	7.800	
2018.09.15.04	1566	7.300	
2018.09.15.07	1567	7.200	
2018.09.15.10	1568	8.400	
2018.09.15.13	1569	9.900	
2018.09.15.16	1570	10.000	
2018.09.15.19	1571	10.400	
2018.09.15.22	1572	8.300	
2018.09.16.01	1573	7.700	
2018.09.16.04	1574	7.900	
2018.09.16.07	1575	8.800	
2018.09.16.10	1576	9.500	
2018.09.16.13	1577	11.100	
2018.09.16.16	1578	11.000	
2018.09.16.19	1579	12.200	
2018.09.16.22	1580	11.700	
2018.09.17.01	1581	10.200	
2018.09.17.04	1582	9.400	
2018.09.17.07	1583	8.500	
2018.09.17.10	1584	10.300	
2018.09.17.13	1585	11.300	
2018.09.17.16	1586	12.500	
2018.09.17.19	1587	11.400	
2018.09.17.22	1588	11.700	
2018.09.18.01	1589	12.200	
2018.09.18.04	1590	12.600	
2018.09.18.07	1591	15.000	
2018.09.18.10	1592	15.700	
2018.09.18.13	1593	18.700	
2018.09.18.16	1594	21.100	
2018.09.18.19	1595	14.800	
2018.09.18.22	1596	14.200	
2018.09.19.01	1597	13.300	
2018.09.19.04	1598	13.300	
2018.09.19.07	1599	13.100	
2018.09.19.10	1600	14.400	
2018.09.19.13	1601	14.900	
2018.09.19.16	1602	14.900	
2018.09.19.19	1603	13.000	
2018.09.19.22	1604	11.500	
2018.09.20.01	1605	12.100	
2018.09.20.04	1606	10.200	
2018.09.20.07	1607	9.700	
2018.09.20.10	1608	11.000	
2018.09.20.13	1609	11.400	
2018.09.20.16	1610	11.900	
2018.09.20.19	1611	9.300	
2018.09.20.22	1612	9.200	
2018.09.21.01	1613	9.500	
2018.09.21.04	1614	9.400	
2018.09.21.07	1615	10.200	
2018.09.21.10	1616	7.500	
2018.09.21.13	1617	8.600	
2018.09.21.16	1618	9.900	
2018.09.21.22	1619	8.500	
2018.09.22.01	1620	8.100	
2018.09.22.04	1621	9.300	
2018.09.22.07	1622	8.000	
2018.09.22.10	1623	8.100	
2018.09.22.13	1624	8.600	
2018.09.22.16	1625	9.300	
2018.09.22.19	1626	8.100	
2018.09.22.22	1627	7.800	
2018.09.23.01	1628	6.900	
2018.09.23.04	1629	6.700	
2018.09.23.07	1630	6.700	
2018.09.23.10	1631	5.300	
2018.09.23.13	1632	6.900	
2018.09.23.16	1633	6.700	
2018.09.23.19	1634	6.700	
2018.09.23.22	1635	5.500	
2018.09.24.01	1636	4.800	
2018.09.24.04	1637	4.300	
2018.12.11.14	1638	-1.800	
2018.12.11.16	1639	-3.300	
2018.12.11.18	1640	-3.800	
2018.12.11.20	1641	-4.400	
2018.12.11.22	1642	-4.000	
2018.12.12.00	1643	-4.300	
2018.12.12.02	1644	-4.400	
2018.12.12.04	1645	-4.100	
2018.12.12.06	1646	-4.400	
2018.12.12.08	1647	-4.400	
2018.12.12.10	1648	-4.200	
2018.12.12.12	1649	-1.600	
2018.12.12.14	1650	-1.800	
2018.12.12.16	1651	-2.400	
2018.12.12.18	1652	0.600	
2018.12.12.20	1653	-2.000	
2018.12.12.22	1654	-4.000	
2018.12.13.00	1655	-3.300	
2018.12.13.02	1656	-3.900	
2018.12.13.04	1657	-1.600	
2018.12.13.06	1658	2.000	
2018.12.13.08	1659	-0.100	
2018.12.13.10	1660	-2.800	
2018.12.13.12	1661	0.000	
2018.12.13.14	1662	-1.500	
2018.12.13.16	1663	-2.600	
2018.12.13.18	1664	-3.800	
2018.12.13.20	1665	-4.700	
2018.12.13.22	1666	-4.900	
2018.12.14.00	1667	-4.300	
2018.12.14.02	1668	-4.400	
2018.12.14.04	1669	-5.400	
2018.12.14.06	1670	-5.100	
2018.12.14.08	1671	-4.800	
2018.12.14.10	1672	-4.900	
2018.12.14.12	1673	-2.600	
2018.12.14.14	1674	-2.800	
2018.12.14.16	1675	-3.200	
2018.12.14.18	1676	1.100	
2018.12.14.20	1677	2.600	
2018.12.14.22	1678	2.600	
2018.12.15.00	1679	2.200	
2018.12.15.02	1680	2.000	
2018.12.15.04	1681	1.800	
2018.12.15.06	1682	2.000	
2018.12.15.08	1683	2.200	
2018.12.15.10	1684	2.500	
2018.12.15.12	1685	2.500	
2018.12.15.14	1686	2.200	
2018.12.15.16	1687	2.800	
2018.12.15.18	1688	2.700	
2018.12.15.20	1689	2.200	
2018.12.15.22	1690	3.900	
2018.12.16.00	1691	4.200	
2018.12.16.02	1692	3.400	
2018.12.16.04	1693	2.500	
2018.12.16.06	1694	3.000	
2018.12.16.08	1695	3.300	
